NaviAddr	StreetAddr
730111	Høegh-Guldbergs Gade 73
730112	Højager 73
730113	Højlundsparken 73
730114	Højvangsvej 73
730115	Hørhavevej 73
730116	Illerupvej 73
730117	Ingasvej 73
730118	Ivar Huitfeldts Gade 73
730119	Jegstrupvænget 73
730120	Jernaldervænget 73
730121	Johannes Ewalds Vej 73
730122	Kalkærparken 73
730123	Kanehaven 73
730124	Kantorparken 73
730125	Karetmagertoften 73
730126	Kastanjehaven 73
730127	Katterhøjvej 73
730128	Kattrupvej 73
730129	Kildeagervej 73
730130	Kirkevænget 73
730131	Kirsebærhaven 73A
730132	Kirsebærhaven 73B
730133	Kirsebærvej 73
730134	Klokkeblomstvej 73
730135	Klokkerbakken 73
730136	Klokkerfaldet 73
730137	Klokkeskovvej 73
730138	Kløvervangen 73
730139	Koldkilde 73
730140	Kolt Kirkevej 73
730141	Kornbakke Alle 73
730142	Korshøjen 73
730143	Krekærlunds Alle 73
730144	Kridthøjvænge 73
730145	Krogagre 73
730146	Kunnerupvej 73
730147	Kunneruphøj 73
730148	Kærgårdsparken 73
730149	Kærgårdsvej 73
730150	L.A.Rings Vej 73
730151	Ladefogedvej 73A
730152	Ladefogedvej 73B
730153	Langengevej 73
730154	Langørvej 73
730155	Laskedalen 73
730156	Lerdalen 73
730157	Lillenorvej 73
730158	Lindenborgvej 73
730159	Lollandsgade 73
730160	Lykkensdalsvej 73
730161	Lystenlund 73
730162	Løgten Østervej 73
730163	Majsvænget 73
730164	Mallinggårdsvej 73
730165	Manbjergvej 73
730166	Marienlyst, Haveforening 73
730167	Markskellet 73
730168	Marselis Boulevard 73
730169	Mejlbyparken 73
730170	Mejlgade 73
730171	Moselund, Haveforening 73
730172	Mosegårdsparken 73
730173	Mosevang, Haveforening 73
730174	Mustrupvej 73
730175	Myrholmsvej 73
730176	Møddebro Parkvej 73
730177	Møllevangs Alle 73
730178	Nedergårdsvej 73A
730179	Nedergårdsvej 73B
730180	Nedergårdsvej 73C
730181	Nedergårdsvej 73D
730182	Neptunvej 73
730183	Niels Juels Gade 73
730184	Nordre Strandvej 73
730185	Nordvestpassagen 73
730186	Ny Munkegade 73
730187	Nymarks Alle 73
730188	Nyringen 73
730189	Næringen 73
730190	Nødkær Alle 73
730191	Nørre Alle 73
730192	Nørreport 73
730193	Oddervej 73
730194	Oldhøjen, Haveforening 73
730195	Oldjorden, Haveforening 73
730196	Ole Rømers Gade 73
730197	Orholt Alle 73
730198	P.Hiort-Lorenzens Vej 73
730199	Poul Martin Møllers Vej 73
730200	Palle Juul-Jensens Boulevard 73
730201	Pallisvej 73
730202	Paludan-Müllers Vej 73
730203	Pilegårdsvej 73
730204	Pottemagertoften 73
730205	Præstegårdsvej 73
730206	Præstehaven 73
730207	Præstetoften 73
730208	Randersvej 73
730209	Ranunkelvej 73
730210	Risskov Haveforening 73
730211	Risvang Alle 73
730212	Rolighedsvej 73
730213	Rosendalvej 73
730214	Rugbjergvej 73
730215	Rugmarken 73
730216	Rundhøj Alle 73
730217	Runevej 73
730218	Rydevænget 73
730219	Ryhaven 73
730220	Rønnehaven 73
730221	Rønnevangen 73
730222	Råhøjparken 73
730223	Sabro Vænge 73
730224	Sadelmagertoften 73
730225	Salonikivej 73
730226	Samsøgade 73
730227	Sandbakken 73
730228	Sensommervej 73
730229	Sintrupvej 73
730230	Sjællandsgade 73
730231	Skejbyvej 73
730232	Skelagervej 73
730233	Skejbytoften 73
730234	Skejbyparken 73
730235	Skodshøjen 73
730236	Skoleparken 73
730237	Skovgårdsvænget 73
730238	Skovhøj 73
730239	Skovlunden, Haveforening 73
730240	Skovvejen 73
730241	Skæring Egager 73
730242	Skæring Havvej 73
730243	Skæring Sandager 73
730244	Skødstrupbakken 73
730245	Skåde Højgårdsvej 73
730246	Skåde Skovvej 73
730247	Smedegårds Alle 73
730248	Solbjerg Hedevej 73
730249	Solbærhaven 73
730250	Solvangen, Haveforening 73
730251	Spobjergvej 73
730252	St.Blichers Vej 73A
730253	St.Blichers Vej 73B
730254	Stationsvangen 73
730255	Stavnsvej 73
730256	Stavtrupvej 73
730257	Stenaldervej 73
730258	Stenhøjgårdsvej 73
730259	Stennehøj Alle 73
730260	Stenrosevej 73
730261	Stenvej 73
730262	Stokbrovej 73
730263	Stokrosevej 73
730264	Storskovvej 73
730265	Svanlevvej 73
730266	Svendgårdsvej 73
730267	Sydbakken 73
730268	Søholm, Haveforening 73
730269	Søhøjen 73
730270	Sønderholmvej 73
730271	Sønderskovvej 73
730272	Søndervangen 73
730273	Søndre Ringgade 73
730274	Søskrænten 73
730275	Søvang, Haveforening 73
730276	Teglbakken 73
730277	Tilst Parkvej 73
730278	Tingskov Alle 73
730279	Tisetvej 73
730280	Tordenskjoldsgade 73
730281	Tornballevej 73
730282	Tornebakken 73
730283	Tornhøjvej 73
730284	Torpevænget 73A
730285	Torpevænget 73B
730286	Torpevænget 73C
730287	Trankærgårdsvej 73
730288	Trankær Vænge 73
730289	Tretommervej 73
730290	Trige Centervej 73
730291	Trillegården, Haveforening 73
730292	Trillegårdsvej 73
730293	Tronkærgårdsvej 73
730294	Tronkærlund 73
730295	Tronkærvej 73
730296	Tværgade 73
730297	Tværmarksvej 73
730298	Urmagertoften 73
730299	Vejlby Toften 73
730300	Vejlby Vænge 73
730301	Vennemindevej 73
730302	Vestergade 73
730303	Vesterled, Haveforening 73
730304	Vestre Strandalle 73A
730305	Vestre Strandalle 73B
730306	Vibyvej 73
730307	Vilhelm Becks Vej 73
730308	Virup Skovvej 73
730309	Visbjerg Hegn 73
730310	Vistoftparken 73
730311	Vårkjærvej 73
730312	Østergårdsparken 73
730313	Østerløkken 73
730314	Østermarksvej 73
730315	Åbrinken, Haveforening 73
730316	Årslev Møllevej 73
730317	Åvænget 73
720001	Abildgade 72
720002	Abildhaven 72
720003	Ajstrup Strandvej 72
720004	Araliavej 72
720005	Arnakvej 72
720006	Asmusgårdsvej 72
720007	Attikavej 72
720008	Balagervej 72
720009	Bangsboparken 72
720010	Baunevej 72
720011	Bavnegårdsvej 72
720012	Bavnebakken 72A
720013	Bavnebakken 72B
720014	Beder Landevej 72
720015	Bedervej 72
720016	Bethesdavej 72
720017	Bjørnholt 72
720018	Blomstervej 72
720019	Bodøvej 72
720020	Brabrand Haveforening Af 1967 72
720021	Brabrand Skovvej 72
720022	Bredgade 72
720023	Bredkær Tværvej 72
720024	Brendstrupvej 72
720025	Brendstrupvej 72A
720026	Brendstrupvej 72B
720027	Brendstrupvej 72C
720028	Brendstrupvej 72D
720029	Brendstrupvej 72E
720030	Brendstrupvej 72F
720031	Brobjerg Parkvej 72A
720032	Brobjerg Parkvej 72B
720033	Brombærhaven 72
720034	Bronzealdervej 72A
720035	Bronzealdervej 72B
720036	Bronzealdervænget 72
720037	Brynhøjvænget 72
720038	Buggesgårdvej 72
720039	Bugthusene 72
720040	Byagervej 72A
720041	Byagervej 72B
720042	Byagervænget 72
720043	Bymosevej 72
720044	Bøgevænget 72
720045	Børupvej 72
720046	Charlottehøj, Haveforening 72
720047	Chr.Winthers Vej 72
720048	Christian X's Vej 72
720049	Dagmar Petersens Gade 72
720050	Dalgas Avenue 72
720051	Damgårdstoften 72
720052	Damvej 72
720053	Drejøvænget 72
720054	Egevangen 72
720055	Egevænget 72
720056	Ellebrinken 72
720057	Ellebæk Parkvej 72
720058	Elleparken 72
720059	Elmehøjvej 72
720060	Elmosevej 72
720061	Elmsager 72
720062	Elverdalsvej 72
720063	Enemærket 72
720064	Engdalgårdsvej 72
720065	Engdalsvej 72
720066	Engelstoft 72
720067	Engelundsvej 72
720068	Enghaven, Haveforening 72
720069	Engholms Alle 72
720070	Engskovbakken 72
720071	Engskovgård 72
720072	Engskovvænget 72
720073	Ertebjerg 72
720074	Espedalen 72
720075	Fjældevænget 72
720076	Flintebakken 72
720077	Fortevej 72
720078	Frederiksgade 72
720079	Frederiksgade 72A
720080	Frederiksgade 72B
720081	Frederiksgade 72C
720082	Frederiksgade 72D
720083	Frisenholt 72
720084	Fritiden, Haveforening 72
720085	Frydenlund, Haveforening 72
720086	Frøkærparken 72
720087	Fuglebakkevej 72
720088	Fuglekærvej 72
720089	Fuglesangs Alle 72
720090	Fårupvej 72
720091	Gammel Horsensvej 72
720092	Gammel Kirkevej 72
720093	Grumstolsvej 72
720094	Grænsen, Haveforening 72
720095	Grøndalsvej 72
720096	Grønhøjvej 72
720097	Grønløkke Alle 72
720098	Grønnegade 72
720099	Gudrunsvej 72
720100	Hammershusvej 72
720101	Hans Egedes Vej 72
720102	Haslegårdsvej 72
720103	Haslevangsvej 72
720104	Hasselhaven 72
720105	Hasseltoften 72
720106	Havkærvej 72
720107	Havkærvænget 72
720108	Hejredalsvej 72
720109	Henrik Hertz Vej 72
720110	Hindbærhaven 72
720111	Hjortshøjparken 72
720112	Hjortshøjvangen 72
720113	Hjulbjergvej 72
720114	Hjulby Hegn 72
720115	Holme Parkvej 72
720116	Holmegårdsvej 72
720117	Holmetoften 72
720118	Holmkærvej 72
720119	Holmstruphøjvej 72
720120	Hovedgaden 72
720121	Humlehaven, Haveforening 72
720122	Hvedebjergvej 72
720123	Hyldehaven 72
720124	Højager 72
720125	Højvangsvej 72
720126	Hørhavevej 72
720127	Hørretløkken 72
720128	Ingasvej 72
720129	Ingerslevvej 72
720130	Ivar Huitfeldts Gade 72
720131	J.P.Larsens Vej 72
720132	Jarlsmindevej 72
720133	Jens Baggesens Vej 72
720134	Jernaldervænget 72
720135	Johannes Ewalds Vej 72
720136	Julsøvej 72
720137	Jættehøjen 72
720138	Kalkærparken 72
720139	Kanehaven 72
720140	Karensvej 72
720141	Karetmagertoften 72
720142	Kastanjehaven 72
720143	Kattrupvej 72
720144	Ketting Parkvej 72
720145	Kildehaven 72
720146	Kildehøjen 72
720147	Kirkebakken 72
720148	Kirkevænget 72A
720149	Kirkevænget 72B
720150	Kirkevænget 72C
720151	Kirsebærhaven 72
720152	Klokkerbakken 72
720153	Klokkerfaldet 72
720154	Klostergade 72
720155	Kløvervangen 72
720156	Kolt Kirkevej 72
720157	Kolt Østervej 72
720158	Kolt Østerparken 72
720159	Kornbakke Alle 72
720160	Kornelvej 72
720161	Kornmodsbakken 72
720162	Korshøjen 72
720163	Krekærlunds Alle 72
720164	Kresten Kolds Vej 72
720165	Kridthøjvænge 72
720166	Krogagre 72
720167	Kunnerupvej 72
720168	Kærgårdsparken 72
720169	Kærgårdsvej 72
720170	L.A.Rings Vej 72
720171	Ladefogedvej 72
720172	Langballevej 72
720173	Langballevænget 72
720174	Langelinie 72
720175	Langenæs Alle 72
720176	Langørvej 72
720177	Laskedalen 72
720178	Laurbærvænget 72
720179	Lauritshøj 72
720180	Lerdalen 72
720181	Lille Elstedvej 72
720182	Lollandsgade 72
720183	Lykkesholms Alle 72
720184	Lystruplund 72
720185	Lærkehaven 72
720186	Løgten Østervej 72
720187	Majsmarken 72
720188	Majsvænget 72
720189	Manbjergvej 72
720190	Marienlyst, Haveforening 72
720191	Mejlgade 72
720192	Mejlgade 72A
720193	Mejlgade 72B
720194	Mejlgade 72C
720195	Moselund, Haveforening 72
720196	Moselunden 72
720197	Mosegårdsparken 72
720198	Mosevang, Haveforening 72
720199	Møddebro Parkvej 72
720200	Neptunvej 72
720201	Niels Juels Gade 72
720202	Nordlandsvej 72
720203	Nordre Strandvej 72A
720204	Nordre Strandvej 72B
720205	Nordrevej 72
720206	Nordvestpassagen 72
720207	Ny Munkegade 72
720208	Nygårdsvej 72
720209	Nyløkkevej 72
720210	Nymarks Alle 72
720211	Nyringen 72
720212	Næringen 72
720213	Næshøjvej 72
720214	Nødkær Alle 72
720215	Nørre Alle 72
720216	Nørrevænget 72
720217	Obstrupvej 72
720218	Oldhøjen, Haveforening 72
720219	Oldjorden, Haveforening 72
720220	Ole Rømers Gade 72
720221	Onsholtvej 72
720222	Onsholtgårdsvej 72
720223	Ormslevvej 72
720224	Ormslevvej 72A
720225	Pilegårdsvej 72
720226	Pilevangen 72
720227	Pottemagertoften 72
720228	Præsteager 72
720229	Præstegårdsvej 72
720230	Ravnholtvej 72
720231	Risskov Haveforening 72
720232	Risvang Alle 72
720233	Roukær Alle 72
720234	Rugbjergvej 72
720235	Rugmarken 72
720236	Rundhøj Alle 72
720237	Ryhaven 72
720238	Rymarken 72
720239	Ryslingeparken 72
720240	Rødlundvej 72
720241	Rønnehaven 72
720242	Rønnevangen 72
720243	Råhøjparken 72
720244	Sadelmagertoften 72
720245	Salamanderparken 72
720246	Salamandervænget 72
720247	Sandbakken 72
720248	Sandkåsvej 72
720249	Sandmosevej 72
720250	Sensommervej 72
720251	Silkeborgvej 72
720252	Sjællandsgade 72
720253	Skejbygårdsvej 72
720254	Skejby Vænge 72
720255	Skelagervej 72
720256	Skejbyparken 72
720257	Skoleparken 72
720258	Skolevangs Alle 72
720259	Skovgårdsvænget 72
720260	Skovhøj 72
720261	Skovlundgårdsvej 72
720262	Skovlunden, Haveforening 72
720263	Skovparken 72
720264	Skærgårdsparken 72
720265	Skæring Hedevej 72
720266	Skæring Parkvej 72
720267	Skæring Sandager 72
720268	Skæringvangen 72
720269	Skødstrupbakken 72
720270	Skåde Højgårdsvej 72
720271	Snogebæksvej 72
720272	Solbjerg Hovedgade 72
720273	Solbjerg Hovedgade 72B
720274	Solbjerg Hedevej 72
720275	Solbærhaven 72
720276	Solvangen, Haveforening 72
720277	Sommersmindevej 72
720278	Spobjergvej 72
720279	St.Blichers Vej 72
720280	Stadion Alle 72
720281	Stavnsvej 72
720282	Stennehøj Alle 72
720283	Stokbrovej 72
720284	Storskovvej 72
720285	Strandvangsvej 72
720286	Strandvangsvej 72A
720287	Søbakkevej 72
720288	Søholm, Haveforening 72
720289	Søhøjen 72
720290	Søndergade 72
720291	Søndervangen 72
720292	Søskrænten 72
720293	Søvang, Haveforening 72
720294	Terp Skovvej 72
720295	Thomas Thaarups Vej 72
720296	Tilst Søndervej 72A
720297	Tilst Søndervej 72B
720298	Tingskov Alle 72
720299	Tingskovparken 72
720300	Tingskovvej 72
720301	Tingstedet 72
720302	Tisetvej 72
720303	Tisetvej 72A
720304	Tornebakken 72
720305	Tornhøjvej 72
720306	Torshøjvænget 72
720307	Torstilgårdsvej 72
720308	Torvevænget 72
720309	Tousvej 72
720310	Tranbjerg Hovedgade 72
720311	Trankærgårdsvej 72
720312	Trankær Vænge 72
720313	Trige Centervej 72
720314	Trige Møllevej 72
720315	Trillegårdsvej 72
720316	Tronkærgårdsvej 72
720317	Trøjborgvej 72
720318	Udsigten 72
720319	Urmagertoften 72
720320	Veilgårdsparken 72
720321	Vejlby Toften 72
720322	Vejlby Vænge 72
720323	Vestergade 72
720324	Vestergårdsvangen 72
720325	Vesterled, Haveforening 72
720326	Vestermøllevej 72
720327	Vestre Ringgade 72A
720328	Vestre Ringgade 72B
720329	Vestre Strandalle 72
720330	Vilhelm Becks Vej 72
720331	Vintervej 72
720332	Virup Skovvej 72
720333	Virupvej 72
720334	Visbjerg Hegn 72
720335	Vistoftparken 72
720336	Voldbækvej 72
720337	Vosnæsparken 72
720338	Ørvadsvej 72
720339	Østerby Alle 72
720340	Østergårdstoften 72
720341	Østerløkken 72
720342	Østermarksvej 72
720343	Åbrinken, Haveforening 72
720344	Åbyhøjgård 72
720345	Åstrup Strandvej 72
720346	Åtoften 72
710009	Abildhaven 71
710010	Agernvej 71
710011	Araliavej 71
710012	Balagervej 71
710013	Baldrianvej 71
710014	Balskærvej 71
710015	Bangsboparken 71
710016	Bavnegårdsvej 71
710017	Bavnebakken 71A
710018	Bavnebakken 71B
710019	Bentesvej 71
710020	Bernstorffsvej 71
710021	Bethesdavej 71
710022	Bispehavevej 71
710023	Blomsterlunden 71
710024	Blåbærhaven 71
710025	Brabrand Haveforening Af 1967 71
710026	Bredgade 71
710027	Brobjerg Parkvej 71
710028	Bronzealdervej 71
710029	Brovænget 71
710030	Buggesgårdvej 71
710031	Bushøjvænget 71
710032	Byagervej 71
710033	Byagervænget 71
710034	Bymosevej 71
710035	Bysmedevej 71A
710036	Bysmedevej 71B
710037	Bysmedevej 71C
710038	Bülowsgade 71
710039	Bærmosehøjen 71
710040	Bøgeskov Høvej 71
710041	Bøgeskovparken 71
710042	Bøgevangen 71
710043	Børupvej 71
710044	C.A.Thyregods Vej 71
710045	Charlottehøj, Haveforening 71
710046	Charlottehøj, Haveforening 71A
710047	Chr.Winthers Vej 71
710048	Damgårdstoften 71
710049	Dronning Margrethes Vej 71
710050	Drejøvænget 71
710051	Egebjergvej 71
710052	Egebæksvej 71
710053	Egevangen 71
710054	Ellebrinken 71
710055	Elleparken 71
710056	Elmehaven 71
710057	Elmosevej 71
710058	Elstedvej 71
710059	Elverdalsvej 71
710060	Emiliedalen 71
710061	Engdalsvej 71
710062	Engdalsvej 71A
710063	Engelstoft 71
710064	Engelundsvej 71
710065	Enghaven, Haveforening 71
710066	Engskovbakken 71
710067	Ertebjerg 71A
710068	Ertebjerg 71B
710069	Eshøjvej 71
710070	Espedalen 71
710071	Fenrisvej 71
710072	Finsensgade 71
710073	Flintebakken 71
710074	Fredensborgparken 71
710075	Frederik Barfoeds Vej 71
710076	Frederiksgade 71
710077	Fridtjof Nansens Vej 71
710078	Fritiden, Haveforening 71
710079	Frydenlund, Haveforening 71
710080	Frydenlunds Alle 71
710081	Fuglekærvej 71
710082	Fuglesangs Alle 71
710083	Fuldenvej 71
710084	Fårupvej 71
710085	Gammel Horsensvej 71
710086	Gammel Kirkevej 71
710087	Gammel Landevej 71
710088	Gammel Viborgvej 71
710089	Gartnerhaven 71
710090	Gartnerparken 71
710091	Gartnervænget 71
710092	Grumstolsvej 71
710093	Grænsen, Haveforening 71
710094	Græsvangen 71
710095	Grønhøjvej 71
710096	Grønnegade 71
710097	Hans Egedes Vej 71
710098	Haslegårdsvej 71
710099	Haslevangsvej 71
710100	Haslevej 71
710101	Hasselbakken 71
710102	Hasselhøj 71
710103	Hasselengen 71
710104	Hasselvangen 71
710105	Hattemagertoften 71
710106	Havbakkevej 71
710107	Havkærvej 71
710108	Helenelyst 71
710109	Henrik Hertz Vej 71
710110	Hindbærhaven 71
710111	Hjortshøj Møllevej 71
710112	Hjortshøjparken 71
710113	Hjulbjergvej 71
710114	Holme Parkvej 71
710115	Holmegårdsvej 71
710116	Holmetoften 71
710117	Holmkærvej 71
710118	Holmstruphøjvej 71
710119	Horsevænget 71
710120	Hovedgaden 71
710121	Humlehaven, Haveforening 71
710122	Hybenhaven 71
710123	Høegh-Guldbergs Gade 71
710124	Høegh-Guldbergs Gade 71A
710125	Højager 71
710126	Højlundsparken 71
710127	Højvangsvej 71
710128	I.P.Jacobsens Vej 71
710129	Illerupvej 71
710130	Ingasvej 71
710131	Ivar Huitfeldts Gade 71
710132	Jegstrupvænget 71
710133	Jernaldervænget 71
710134	Johannes Ewalds Vej 71
710135	Jægergårdsgade 71
710136	Kalkærparken 71
710137	Kanehaven 71
710138	Kantorparken 71
710139	Karetmagertoften 71
710140	Kastanjehaven 71
710141	Katrinebjergvej 71
710142	Katterhøjvej 71
710143	Ketting Parkvej 71
710144	Kildeagervej 71
710145	Kirkevænget 71
710146	Kirsebærhaven 71A
710147	Kirsebærhaven 71B
710148	Kirsebærvej 71
710149	Klokkeblomstvej 71
710150	Klokkerbakken 71
710151	Klokkerfaldet 71
710152	Klokkervej 71
710153	Klokkeskovvej 71
710154	Kløvervangen 71
710155	Koldkilde 71
710156	Kolt Kirkevej 71
710157	Kornbakke Alle 71
710158	Korshøjen 71
710159	Krekærlunds Alle 71
710160	Kridthøjvænge 71
710161	Krogagre 71
710162	Kunnerupvej 71
710163	Kunneruphøj 71A
710164	Kunneruphøj 71B
710165	Kærgårdsparken 71
710166	Kærgårdsvej 71
710167	L.A.Rings Vej 71
710168	Ladefogedvej 71A
710169	Ladefogedvej 71B
710170	Langelinie 71
710171	Langengevej 71
710172	Langørvej 71
710173	Laskedalen 71
710174	Lerdalen 71
710175	Lillenorvej 71
710176	Lindenborgvej 71
710177	Lollandsgade 71
710178	Louisevej 71
710179	Lykkensdalsvej 71
710180	Lystenlund 71
710181	Løgten Østervej 71
710182	Majsvænget 71
710183	Malling Bjergevej 71
710184	Mallinggårdsvej 71
710185	Manbjergvej 71
710186	Marienlyst, Haveforening 71
710187	Markskellet 71
710188	Marselis Boulevard 71
710189	Mejlbyparken 71
710190	Mejlgade 71
710191	Moselund, Haveforening 71
710192	Mosegårdsparken 71
710193	Mosevang, Haveforening 71
710194	Mustrupvej 71
710195	Myrholmsvej 71
710196	Møddebro Parkvej 71
710197	Møllevangs Alle 71
710198	Nedergårdsvej 71
710199	Neptunvej 71
710200	Niels Juels Gade 71
710201	Nordvestpassagen 71
710202	Ny Munkegade 71
710203	Nymarks Alle 71
710204	Nyringen 71
710205	Næringen 71
710206	Nødkær Alle 71
710207	Nørreport 71
710208	Oddervej 71
710209	Oktobervej 71
710210	Oldhøjen, Haveforening 71
710211	Oldjorden, Haveforening 71
710212	Ole Rømers Gade 71
710213	Orholt Alle 71
710214	P.Hiort-Lorenzens Vej 71
710215	Poul Martin Møllers Vej 71
710216	Palle Juul-Jensens Boulevard 71
710217	Pallisvej 71
710218	Paludan-Müllers Vej 71
710219	Pilegårdsvej 71
710220	Pottemagertoften 71
710221	Præstegårdsvej 71
710222	Præstetoften 71
710223	Ranunkelvej 71
710224	Risskov Haveforening 71
710225	Risvang Alle 71
710226	Rosendalvej 71
710227	Rugbjergvej 71
710228	Rugmarken 71
710229	Rundhøj Alle 71
710230	Runevej 71
710231	Rydevænget 71
710232	Ryhaven 71
710233	Rønnehaven 71
710234	Rønnevangen 71
710235	Råhøjparken 71
710236	Sabro Vænge 71
710237	Sadelmagertoften 71
710238	Salonikivej 71
710239	Sandbakken 71
710240	Sensommervej 71
710241	Sintrupvej 71
710242	Skejbyvej 71
710243	Skelagervej 71
710244	Skejbytoften 71
710245	Skejbyparken 71
710246	Skodshøjen 71
710247	Skoleparken 71
710248	Skovgårdsvænget 71
710249	Skovhøj 71
710250	Skovlunden, Haveforening 71
710251	Skovvejen 71
710252	Skæring Egager 71
710253	Skæring Havvej 71
710254	Skæring Sandager 71
710255	Skødstrupbakken 71
710256	Skåde Højgårdsvej 71
710257	Skåde Skovvej 71
710258	Smedegårds Alle 71
710259	Solbjerg Hovedgade 71
710260	Solbjerg Hedevej 71
710261	Solbærhaven 71
710262	Solvangen, Haveforening 71
710263	Spobjergvej 71
710264	St.Blichers Vej 71
710265	Stavnsvej 71
710266	Stavtrupvej 71
710267	Stenaldervej 71
710268	Stenhøjgårdsvej 71
710269	Stennehøj Alle 71
710270	Stenrosevej 71
710271	Stenvej 71
710272	Stokbrovej 71
710273	Stokrosevej 71
710274	Storskovvej 71
710275	Strandvangsvej 71
710276	Svanlevvej 71
710277	Svendgårdsvej 71
710278	Sydbakken 71
710279	Søholm, Haveforening 71
710280	Søhøjen 71
710281	Sønderholmvej 71
710282	Sønderskovvej 71
710283	Søndervangen 71
710284	Søndre Ringgade 71
710285	Søskrænten 71
710286	Søvang, Haveforening 71
710287	Tandervej 71
710288	Teglbakken 71
710289	Terp Skovvej 71
710290	Tilst Parkvej 71
710291	Tingskov Alle 71
710292	Tingskovvej 71
710293	Tisetvej 71
710294	Tordenskjoldsgade 71
710295	Tornballevej 71
710296	Tornebakken 71
710297	Tornhøjvej 71
710298	Torpevænget 71A
710299	Torpevænget 71B
710300	Torpevænget 71C
710301	Torshøjvej 71
710302	Trankærgårdsvej 71
